[39.917019, 116.552742]	初中美人完全无脑啊我擦，心伤透	Thu Oct 24 11:01:48 +0800 2013
[39.869789, 116.556343]	闹！直接就！根本不犹豫，得瑟一天就上班，龙少侠今儿出门溜达，给你淘换淘换锅碗瓢盆伍的@张大米好好K书努力考试	Fri Oct 11 07:20:05 +0800 2013
[23.139713, 113.330864]	小蛮腰[嘻嘻]	Sat Nov 30 23:35:38 +0800 2013
[23.15716, 113.35143]	这样的社会主义，我们也要	Mon Dec 30 20:58:15 +0800 2013
[23.19338, 113.262042]	BV新款钱包	Fri Dec 20 10:30:35 +0800 2013
[40.141029, 116.427505]	没有吃到饺子的冬至，去新东方上课坐错站，出错站口，一小时的路程变成2小时才坐到教室。听刚大学毕业的东北汉子给我埋怨着上班的辛苦。我这个大一的学生给他诉说着对大学生活的厌烦。他说我们总是在拥有时不去珍惜，失去时才知道有些东西的美好。谢谢所有今天给我发短信的你们。	Sun Dec 22 23:46:55 +0800 2013
[31.323784636364, 121.62791172727]	还是自己的床舒服今天可以睡个好觉	Wed Jan 01 21:20:19 +0800 2014
[31.25607, 121.58042]	请兄弟姐妹们一定谨慎驾驶！	Tue Oct 22 16:01:35 +0800 2013
[23.080527, 113.26101]	作为已定居广州的昆明人看到昆明火车站砍人的新闻，第一时间打电话给妈妈，知道妈妈和家里人都安好，心才定了点，实在想不通怎么会有人能如此丧心病狂乱砍人杀人，连老人小孩都不放过！愿逝者安息！唉[泪]	Sun Mar 02 14:22:12 +0800 2014
[31.309294, 121.395584]	主打代购赫拉粉饼240包邮可提供小票泰国童颜神器280元包邮用后有过敏现象可7天内提供退货请加微信号jingjing19910715不管您买不买这都没关系可以进来了解了解但也无妨qq:674359915期待您的来访谢谢	Fri Oct 11 20:39:47 +0800 2013
[31.211439, 121.402855]	排毒spa完去找妞妞噶三湖。。。5点去占座[哈哈][哈哈][哈哈]你们都给偶速度滴哦[爱你][爱你][爱你]@小新宅@豆豆要掉掉掉肉肉@david-李	Wed Dec 25 16:17:19 +0800 2013
[39.907421, 116.374237]	哟西哟西～有玩滑板的哟，碉堡了，出来了看到五角星彩色好美丽！！[爱你]@罗丽莎莎莎	Sun Feb 16 19:33:59 +0800 2014
[39.88841, 116.43108]	连续两个晚上到指定地点，准备完成任务，但因故总是无法完成，昨天是凌晨五点上床，今天好些，凌晨一点上床，疲惫不堪，下次再有类似任务，打死也不来了。	Mon Nov 11 07:34:49 +0800 2013
[31.134150353191, 121.31960876814]	无关我事任意随之[拜拜]	Mon Dec 22 12:56:49 +0800 2014
[23.006001, 113.114998]	特级讨厌这样的天气、	Fri Feb 28 08:43:25 +0800 2014
[39.95272, 116.32395]	每次出现这种狗逼砍杀人民的时间，总会有几个傻逼公知大V站出来，以为自己站在了道德的制高点，说不要以暴制暴，要找到原因，开始扯你嘛卖批的政治，你要知道。躺在地上无助的看着天的那个不是你，如果是你的家人朋友遇难，你还会不会一副趾高气昂的说着要原谅！	Sun Mar 02 01:44:57 +0800 2014
[22.884501, 113.1903]	朋友既同事送的朋友的，说不知送谁就送朋友了！[思考][思考]亲，我把电话留你，下次不知送谁时可以送我[阴险][阴险][阴险]	Sun Sep 07 17:08:19 +0800 2014
[31.23237, 121.471397]	总算坐下来了就起迟了一会会包念了一路[哼]	Mon Mar 03 12:55:28 +0800 2014
[39.92297, 116.485825]	yanhee丰胸套装关于成分解析：yanhee丰胸产品（丰胸药和丰胸膏）丰胸药介绍：野葛根85.5mg山姜素66.5mg植物萃取物28.5mg长果甘草9.5mg所以，就像你们看到的一样，丰胸药的最主要成分是泰国的野葛根。微信LA881024	Wed Jan 08 20:52:12 +0800 2014
[39.916096, 116.411179]	一个神圣的地方	Fri Nov 29 22:12:08 +0800 2013
[39.804208, 116.548777]	哇哇⊙o⊙！！集体究极超进化啊[好爱哦]	Sat Nov 30 16:53:16 +0800 2013
[40.118198, 116.43045]	密集恐惧了[晕][晕][晕]@Jennifer_喵喵喵了个喵喵@M_胡智淼淼淼淼	Fri Jan 10 13:40:25 +0800 2014
[40.0552, 116.32893]	被困了。。。	Fri Jan 03 19:44:00 +0800 2014
[23.07065, 113.29146]	又一爆款，超正，超美，7色喜欢的赶快来下单拉，有意者请私信我或qq、微信出售有各大品牌奢侈品QQ、微信:583217527[得意地笑]	Sun Oct 20 11:40:54 +0800 2013
[22.809339, 113.396365]	告诉你个秘密,你别告诉别人.[呵呵]	Sat Jan 25 20:07:46 +0800 2014
[31.226889, 121.473289]	做人还挺累的哈辛苦了	Mon Nov 11 19:12:43 +0800 2013
[23.137914, 113.512741]	#MIUI更新#呐，刷机呢，最要紧的就是开心。饭可以乱吃，机不可以乱刷，要刷当然要刷@MIUI_ROM	Sun Dec 22 23:37:48 +0800 2013
[23.12017, 113.29435]	好困	Sat Nov 16 03:54:20 +0800 2013
[31.310809, 121.606067]	他值得我爱，但不是不知道我值不值得他爱。	Thu Jan 02 23:12:37 +0800 2014
[23.064668563312, 113.3876707293]	我在《爸爸去哪儿》手机游戏闯到35关啦，得分84620。快来一起加入冒险吧！	Thu Jan 09 14:07:26 +0800 2014
[39.995345, 116.4369]	每次做作业都会[悲伤]。每次想到要回家都[嘻嘻]。[笑cry][笑cry]	Mon Dec 22 02:27:53 +0800 2014
[31.173929, 121.492737]		Fri Mar 07 22:02:00 +0800 2014
[23.105112, 113.449012]	恒大搞这么大阵仗！！输了怎么办！！！！	Sat Nov 09 00:35:28 +0800 2013
[23.149562, 113.14122]	今天特意去沙溪小学办网银，去到才发现没带医保卡，菩萨保佑幸好有一张农行卡，不然又要白跑一趟了。[汗]记性真差啊！[悲伤]	Tue Dec 10 23:14:01 +0800 2013
[31.41293, 121.493134]	无意整理出的旧时回忆，背景音乐很凑巧的是孙燕姿的《雨天》[泪]	Sat Nov 23 19:04:40 +0800 2013
[40.05070877, 116.239151]	今十月已有二四，天色渐寒，昨一日奔波800余里，真可谓晨起朝露，深暮而归。近日多为事累，心神颇为不定，盼早日安居定所，未有所依，依附不能，唯靠心者。观望“外京人”多为急步伐、飘心态，真可谓孰人不知？孰人不思？孰人不惑？叶落依根，人落依甚？	Thu Oct 24 15:25:26 +0800 2013
[39.7579, 116.091865]	可算到家了~假期正式开始!	Thu Jan 16 18:23:48 +0800 2014
[23.101887, 112.957845]	总觉得韩剧不是那么的好看	Fri Nov 15 23:40:20 +0800 2013
[23.1213, 113.416702]	#世界这么乱，没桃怎么办#没了就没咯[泪]	Mon Aug 04 19:38:04 +0800 2014
[39.968163, 116.366791]	这简直就是垃圾场啊，让我如何收拾[泪][泪][泪][泪][泪]	Sat Mar 21 09:51:16 +0800 2015
[39.957409, 116.322006]	插上联网的电脑就有WiFi，刚发布的#小米随身WiFi#简直是@小米手机	Thu Dec 26 10:57:32 +0800 2013
[31.299864, 121.661354]	你没有祛妊娠纹的产品呀！你长了吗？@吴佩慈@养生平凉	Thu Dec 26 23:41:49 +0800 2013
[23.113614, 113.253878]	即便没有归宿，夕阳如血彼岸花开得妖艳当美景都重叠视线丢了焦点風景已遠去，留下的只是沿途那些過去，再見遺忘。	Thu Feb 27 09:23:46 +0800 2014
[31.2711893077, 121.379309421]	我在上海信息技术学院	Thu Jan 02 06:19:08 +0800 2014
[39.933975, 116.489876]	今天自己去上班好孤单	Wed Feb 26 07:39:04 +0800 2014
[23.200931, 113.36821]	同学你确定你在复习？@冰宜Gemini	Mon Nov 18 11:19:53 +0800 2013
[39.89611, 116.41863]	##超快wifi。最爱…	Thu Oct 24 21:35:46 +0800 2013
[40.066308, 116.409965]	忙一天啦。好累啊。	Fri Oct 11 20:52:46 +0800 2013
[23.134825926181, 113.36473927232]		Tue Nov 04 15:31:33 +0800 2014
[39.981555265204, 116.34793101166]	莫名其妙把僵持许久的问题解决了，真是莫名其妙，匪夷所思，不明觉厉	Mon Dec 02 15:43:01 +0800 2013
[39.7700508443, 116.513931513]	看电影必备！最爱	Sun Feb 23 00:51:43 +0800 2014
[23.12549, 113.28273]	分享图片	Mon Mar 03 20:09:26 +0800 2014
[23.201362, 113.2872]	呵呵，有D野自己知就好了，冇以为我咁好呃。	Sun Nov 17 09:40:00 +0800 2013
[23.200872, 113.291267]	暨大Businessmodelshow[笑哈哈]	Fri Nov 15 21:08:11 +0800 2013
[40.007458, 116.28595]	这个点儿喝这个实在是。。。	Sat Jan 04 22:59:57 +0800 2014
[31.256895, 121.653946]	很难再开心起来、自己说什么都会不后悔，现在真的扇我自己耳光了吧、	Wed Oct 16 23:50:45 +0800 2013
[23.15999, 113.366809]	喝杯牛奶好睡觉！实在太累，脚超级疼[泪]希望淋雨后不要感冒，明天还有专业课。。。大家都辛苦了，爱生活，爱文娱，爱大鱼小鱼！[爱你]晚安[月亮][亲亲]	Sun Nov 10 19:06:48 +0800 2013
[39.907421, 116.374237]	真正爱你的人，不会计较你为她付出了多少。真正爱你的人，不会在乎你有多丑多帅。真正爱你的人，不会在乎你有没有什么地位。真正爱你的人，不会对你讲她有多难。真正爱你的人，不想看到你为什么事愁眉苦脸。真正爱你的人，会原谅你的一切过错。真正爱你的人，会包容你的所有坏毛病	Wed Feb 19 18:02:45 +0800 2014
[39.983879, 116.316422]	工作一天了，临下班遇到一傻x女人，什么事儿都不按要求的做，还特么的跟这矫情我的态度问题，挑三拣四，好像你有多懂，没的可挑了就说你态度不好，我态度怎么了，态度好的很。你要真能，就自己给自己看病，想怎么看就怎么看，没人理你，真是摆不正自己的位置！	Wed Mar 05 16:31:11 +0800 2014
[31.20196, 121.444389]	[嘻嘻][嘻嘻]	Sat Dec 28 16:49:14 +0800 2013
[23.164994, 113.202914]	一个人只有摔倒得越重，站起来的力量就越大。	Tue Nov 26 23:59:34 +0800 2013
[31.283001, 121.343002]	睡不着，满脑子回忆[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]	Mon Mar 03 00:00:23 +0800 2014
[39.908001961771, 116.45703884125]	夜晚的大裤衩比白天好看多了!@江湖李三@关大冶@光很远@北平的平@半导体匣子@飞儿-飞飞@咸丰皇帝专用微薄@池鱼听琴	Tue Nov 26 21:28:22 +0800 2013
[31.317231, 121.518192]	今天很开心，因为你@ZLeard-19	Sun Nov 17 23:58:11 +0800 2013
[30.679664, 104.020648]	偶然看到这个。深感，股市两年时间，真是能改变一个人啊[囧]……@天津股侠兄弟我挺你哟！[哈哈]	Mon Jan 27 21:32:27 +0800 2014
[31.134914, 121.453228]	我在同济佳苑酒店公寓(签到17次)	Mon Aug 04 12:49:26 +0800 2014
[23.112303, 113.156722]	我确定吗？真的要回去，恢复我日复一日的生活？不后悔吗？真应征了一句话：没有选择，就没有痛苦。	Mon Mar 10 10:58:03 +0800 2014
[23.226559, 113.263337]	不知如何是好	Fri Feb 28 13:14:16 +0800 2014
[39.99620056, 116.52094269]	我真是要懒死的节奏啊[抓狂]	Sat Jan 11 22:26:12 +0800 2014
[23.112503, 113.419181]	我试图去逃避最后的恐惧，却发现自己已在恐惧中。原来恐惧不是一个结果，而是个过程，流淌在时间中，植根于胆怯者的灵魂里。	Mon Jan 06 23:57:23 +0800 2014
[40.00395, 116.35108]	鲨鱼嘴	Mon Nov 11 11:04:17 +0800 2013
[40.089555, 116.303868]	草草草草草草草草草能不能睡着了，又一次失眠哭了	Sat Dec 06 05:11:05 +0800 2014
[39.9244373115, 116.434505825]	上手机淘宝玩微淘，发现你感兴趣的资讯	Tue Dec 03 10:12:37 +0800 2013
[30.67083, 104.0238]	活在当下，快乐已然[太开心][太开心]whyme之行圆满结束。。。@小宇米丹@缥缈JIE@葱味霞霞@葱节我最亲爱的成都小姑娘晚安[爱你][爱你]	Mon Oct 28 02:09:38 +0800 2013
[31.15022, 121.80565]	闺蜜[心]	Fri Jan 17 07:47:13 +0800 2014
[31.208082, 121.444641]	DataSource=localhost;InitialCatalog=mydb;IntegratedSecurity=SSPI;	Fri Jun 27 13:25:47 +0800 2014
[31.263, 121.470001]	#马航飞机失联#哎[蜡烛][蜡烛][蜡烛]	Sat Mar 08 16:24:17 +0800 2014
[22.97092, 113.3685]	你所需要的真心不过是时刻以你为中心,不开心就要追在屁股后面安抚你忍受你的小脾气,讲话小心翼翼以免伤到你脆弱一碰就碎的玻璃心,但凭什么要这么累,要不是有点交情何必理你	Wed Dec 18 23:32:27 +0800 2013
[30.694004, 103.905158]	虽然是大大的太阳但我还是要抱着热水袋不放手	Wed Nov 27 14:30:27 +0800 2013
[30.740986, 103.925946]	恋爱8个小细节，俘获他的心	Wed Jan 15 14:17:17 +0800 2014
[39.94147407, 116.54286855]	今儿个真凑合啊！一个没赢，一个输了。我也感冒了，略带发烧[怒]	Tue Mar 11 22:00:14 +0800 2014
[31.019958, 121.495086]	明个打到回府！！！[嘻嘻][嘻嘻][嘻嘻]	Sat Jan 18 16:42:53 +0800 2014
[40.000835, 116.582092]	呵呵了。	Sun Apr 05 00:09:35 +0800 2015
[23.1593, 113.256699]	询价先关注，后评论。想了解更多颜色，款式请加微信Zx13430909141	Thu Mar 06 19:54:12 +0800 2014
[22.871557, 113.06595]	没人在乎你怎样在深夜痛哭，也没人在乎你辗转反侧的要熬几个秋。外人只看结果，自己独撑过程。等我们都明白了这个道理，便不会再在人前矫情，四处诉说以求宽慰。	Sun Jul 13 01:43:10 +0800 2014
[39.8302437657, 116.476823513]	下班回家喽！	Thu Oct 17 20:41:33 +0800 2013
[23.19142, 113.498192]	一个人，一辈子最重要的事，其实就是选对身边的人——炊烟起了，我在门口等你。夕阳下了，我在山边等你。叶子黄了，我在树下等你。月儿弯了，我在十五等你。细雨来了，我在伞下等你。流水冻了，我在河畔等你。生命累了，我在天堂等你。我们老了，我在来生等你。	Mon Dec 30 20:17:30 +0800 2013
[40.10396, 116.54341]	#MIUI天气#今天朝阳天气晴,-10,东北风，风力1级。1月10日06:45发布。	Fri Jan 10 07:27:23 +0800 2014
[30.957559636364, 121.49268231818]	又是要早起的节奏、、、阳光普照大黄鸭、嘎嘎嘎、、、晚安、、[爱你][爱你][爱你]	Thu Jan 02 22:07:18 +0800 2014
[31.179863, 121.363265]	#微博益起来#	Sun Dec 01 17:47:00 +0800 2013
[30.71356, 104.060738]	好久没有发微博了！你们还记得我吗？	Sat Nov 02 23:51:12 +0800 2013
[31.199419, 121.443466]	年度考核总结大会。。。无聊	Tue Jan 21 09:13:03 +0800 2014
[31.196238, 121.773478]	坐地鐵到虹橋車站一個多小時；再買高鐵票或動車票，到杭州一個多小時；杭州地鐵到湘湖又是半個多小時～想想就痛苦～	Sun Feb 16 14:51:03 +0800 2014
[23.250925, 113.367935]	红專厰。	Sat Dec 21 18:57:37 +0800 2013
[39.900154, 116.487991]	大茄纸！	Sat Jan 25 12:52:26 +0800 2014
[30.621723, 104.063888]	@何边小筑换包装了。。。不过营业员说是一样的哈。。。	Wed Dec 04 21:57:34 +0800 2013
[23.20036, 113.37923]	喜欢蕾珂美品牌的娃们，这款洗面奶不错噢。价位是60，可以小议哈。有兴趣的娃可以评论或是私信我噢。	Mon Oct 28 11:55:22 +0800 2013
[40.080471, 116.473778]	2013从校园到了职场，2013看了许多不一样的风景，2013遇到了不一样的人，2013失去了一些东西却又得到了更多！2014要有勇气，要有毅力，要把身边人放第一位！	Tue Dec 31 23:12:40 +0800 2013
[31.21888, 121.475029]	路易登威專櫃正品内里匀小牛皮独特风格38-42	Sun Feb 23 18:23:46 +0800 2014
[39.977726, 116.370255]	鱼头泡饼年夜饭第一波走起	Mon Dec 30 18:24:39 +0800 2013
[23.219881272727, 113.28459929545]	#带着微博去旅行##旅行最美风景照#	Wed Oct 30 07:41:52 +0800 2013
[22.94405, 113.401726]	你想我放弃你吗？[泪][泪][泪][泪][泪]	Sat Nov 09 12:07:44 +0800 2013
[39.999601431, 116.40807154]	我就想一夜暴富，报复也行。	Sat Jan 11 16:47:16 +0800 2014
[39.914156, 116.41475]	分享图片	Wed Oct 23 12:46:20 +0800 2013
[39.950821, 116.319557]	幸福就是枕着胡萝卜，抱着西红柿，盖着大白菜，睡着觉，做着梦，梦见自己枕着胡萝卜，抱着西红柿，盖着大白菜。	Sun Dec 01 12:28:28 +0800 2013
[31.251689, 121.595795]	谁能理解我此刻的心情！！！激动的要落泪啊！！我的最爱！形象了我的审美观，爱好和风格♥@猫背Oo小雪oO	Tue Oct 15 16:07:18 +0800 2013
[30.613405, 104.098068]	昨天手贱的看了微博上那个辣妈大赛那些94959697的是几个意思按这个节奏我就算现在立刻生一个崽子你们也只能含泪恭喜我老来得子了吧？	Fri Dec 20 00:30:01 +0800 2013
[39.9326, 116.417]	我最喜欢给女朋友送不同款式的皮带了，目的是让她在脱裤子的时候会想起我。。。	Fri Oct 18 18:45:07 +0800 2013
[39.9505, 116.273041]	生日快乐@Z_Free妞，快点回来一起蜂巢走起	Sun Oct 13 00:00:12 +0800 2013
[30.69473551, 104.06090618]	[呵呵]患得患失。[泪][泪]	Mon Jan 20 09:28:24 +0800 2014
[31.222717, 121.435745]	巴拿马•爱思米拉塔•瑰夏（水洗•6#）柑橘、烤番薯、蜂蜜、烤杏仁，凉了比热的好喝。存货不多，想喝的赶紧来[酷]@庞克咖啡@刘W惠	Fri Nov 15 19:30:11 +0800 2013
[31.409588, 121.462234]	[哈哈]	Wed Apr 23 19:25:09 +0800 2014
[39.949257, 116.717461]	思宇兄弟，乔迁大喜！	Thu Mar 26 19:06:27 +0800 2015
[31.381614, 121.38934]	领导的队伍又扩大了，我们一线教师能拿到手的薪水又要缩水了！我勒个去啊！	Tue Feb 18 17:05:44 +0800 2014
[39.934787, 116.357435]	男人出轨时智商仅次于爱因斯坦，女人捉奸时推理仅次于福尔摩斯	Mon Dec 02 15:00:11 +0800 2013
[31.210572, 121.4094]	汗蒸结束，回去碎觉！生物钟又乱了……	Wed Jan 01 05:48:55 +0800 2014
[23.032229, 113.074296]	有时候的玩笑，不必当真。〖不然会伤感情的〗	Tue Dec 10 08:48:29 +0800 2013
[23.2232, 113.259033]	多多给妈妈生日的贺卡！	Mon Jan 06 16:36:01 +0800 2014
[40.040001, 116.251999]	没有个知心朋友，心里真不舒服，这世界上到底我可以相信谁？	Fri May 09 19:11:53 +0800 2014
[31.23016, 121.51462]	我把工作做做好，不犯错，下班不用接到单位电话就是个好职工。见到熟人，你微笑我微笑，你看不见我我也懒得套近乎就是个好伙伴。至于别的，管的着嘛！[哼]	Tue Oct 15 19:14:23 +0800 2013
[39.884693, 116.310425]	猜猜这是哪里	Fri Jan 10 09:44:43 +0800 2014
[31.272484, 121.655865]		Wed Jan 01 10:00:40 +0800 2014
[31.196909, 121.445007]	“患者”在残害医生，国家的法规是最大的帮凶。如果说他们真的是患者，那患的一定是辨别是非能力和良知的丧失这种病。	Mon Oct 28 19:45:11 +0800 2013
[22.944196, 113.104607]	miss董。晚安。[呵呵]	Mon Nov 25 23:17:37 +0800 2013
[39.908001961771, 116.45703884125]	今儿晴、大风，这期的公开课我终于可以不用主持了，这回可以和我的客户好好玩了，一点正式开始～	Sat Nov 16 12:26:41 +0800 2013
[30.977826, 121.735833]	#3.8手机淘宝生活节#刮刮卡红包全面升级，小额红包再见，我们只玩大的！！50元、100元、3800元红包，仅限3月8日19-21点！！！！	Sat Mar 08 22:09:15 +0800 2014
[30.67751, 104.0439]	刚刚在@美拍	Sun Feb 23 01:08:44 +0800 2014
[39.999538, 116.309677]	我还是很爱这里的冬天[雪][雪][雪][雪]	Fri Jan 17 15:18:21 +0800 2014
[39.86779, 116.416214]	你尽力了就好，我不会有什么想法的!	Mon Mar 03 18:51:45 +0800 2014
[23.14286, 113.270516]	不要害怕学习，知识没有重量，它是我们可以轻松携带的法宝……	Mon Nov 25 20:58:40 +0800 2013
[31.202435, 121.416634]	你们，一定被我写在故事里。	Sun Oct 20 14:49:54 +0800 2013
[39.993824, 116.307793]	把澳洲的心情带回家，世界充满爱！和困意[嘻嘻]	Fri Nov 29 20:39:28 +0800 2013
[39.898433, 116.504981]	新的一年&本命年到来之际，我希望。。。。。。[哈哈][哈哈][哈哈]！新年快乐[鲜花]我在#NANACafe#	Tue Dec 31 18:55:05 +0800 2013
[39.988054, 116.497172]	以后和别人说话的时候如果不能够及时的反应出巧妙灵活的玩笑的回答方式不要故作搞笑直接回答问题就好故作搞笑容易说错话也无聊	Sat Feb 22 00:00:19 +0800 2014
[39.773518, 116.365005]	录＜幸福帐单＞同学录＜非常完美＞不想解释多无奈还有未来婆婆真贴心理解我知道我有家暴哈哈哈[嘻嘻]	Sun Nov 17 22:15:36 +0800 2013
[39.827877, 116.369919]	累死了	Mon Nov 18 21:07:28 +0800 2013
[39.96768598, 116.35411738]	为什么我的眼里常含泪水？因为今天风有点凉。。。	Mon Dec 30 08:10:50 +0800 2013
[39.899208, 116.363297]	@我会告诉你-甄杨--是个好姑娘么m生日快乐。小屁孩成年了。天若有情天亦老，杨杨幸福永不倒，万水千山总是情，杨杨不美怎么行。	Sun Nov 24 00:00:06 +0800 2013
[40.140098, 116.706222]	什么是坚持？就是一天，又一天，你告诉自己，再坚持一天。	Sun Mar 09 23:32:05 +0800 2014
[31.283631, 121.502479]	签到心情：无解…	Wed Dec 04 12:06:08 +0800 2013
[40.184696197, 116.27345275]	自己炒的菜，木耳洋葱鸡蛋一起炒的，吃完饭，就要去公司了	Sat Feb 22 15:39:18 +0800 2014
[39.99749, 116.383553]	#京东移动创新大赛#基于京东（品牌清仓，POP卖家）每日给力促销\/打折\/尾品的聚合APP其实更好。凡是上打折聚合的都有季度价保那就给力了。	Fri Nov 15 10:16:38 +0800 2013
[39.936642, 116.305656]	宿管太牛逼。。直接把我吹风机头给拔了。。请问这是为学生服务的亲民的路线么。。真特么受不了	Tue Oct 15 22:45:08 +0800 2013
[31.3283, 121.53734]	一个迪尼奥红牌了，不淡定了。	Sun Dec 22 02:21:47 +0800 2013
[31.12055, 121.39286]	好久没跑步了气喘吁吁的	Thu Nov 21 23:23:25 +0800 2013
[22.84363, 113.24981]	好朋友就几个，不点名。只想说，有你们，我开心过，也感动过。	Sun Mar 02 23:28:05 +0800 2014
[23.221393, 113.279161]	准备推迟男生护肤品各种衣服等到可以可以帮你们的爸爸选上几件帮你们亲爱的的男朋友选上几种护肤品的喔请关注@-97俊銘君pakho@ooG-杂货铺谢谢各位	Mon Nov 18 19:34:41 +0800 2013
[22.91768, 113.03188]	一次买了三瓶，好用，其中有一个是鹿晗代言的！	Fri Oct 25 23:58:20 +0800 2013
[39.93368, 116.36813]	多思则神殆。多念则志散。多欲则志昏。多事列神劳。多语则气乏。多笑则脏伤。多愁则心摄。多乐则意溢。多喜则妄错昏乱。多怒则百脉不定。多好则专迷不醒。多恶则憔悴无欢。凡此十二多不除则营卫失衡，血气妄行，丧生之本！切切！	Thu Jan 23 16:11:03 +0800 2014
[31.2313593242, 121.484965738]	#米粉在哪儿#@小米手机开始行动！我在这里:	Thu Dec 26 13:27:41 +0800 2013
[39.84947, 116.6935]	我刚用@美拍分享了一张语音照片，猜猜我说了什么[偷笑]	Sat Oct 19 22:11:29 +0800 2013
[39.924198, 116.373497]	市场里的人不多。。。[钱]@弘文核雕坊---郭运弦@阿狸说到心坎里的话@暧昧kiki	Mon Mar 10 14:29:02 +0800 2014
[22.98136, 112.94374]	世上最莫吃的肠粉操	Tue Nov 04 06:58:25 +0800 2014
[31.240417, 121.316216]	做好自己的事，专注工作，肯定有回报！	Wed Jan 15 23:37:39 +0800 2014
[40.117771, 116.274521]	心疼大于嫉妒～祝你幸福～	Sun Feb 23 20:14:49 +0800 2014
[22.86017, 113.130363]	特價	Tue Jan 14 19:55:00 +0800 2014
[31.386688, 121.361122]	真想有一个属于自己的孩子	Thu Oct 24 23:54:46 +0800 2013
[23.10151, 113.23931]	分享图片	Sun May 25 11:50:52 +0800 2014
[31.345917, 121.430305]	专业韩国代购东大门冬款超保暖圆领卫衣立体玫瑰花毛绒外套	Sun Dec 22 22:32:35 +0800 2013
[39.974825, 116.325217]	科又伤了，哎	Fri Dec 20 12:43:32 +0800 2013
[23.000213, 113.38571]	人地点对我，我就点对距嘎啦	Sat Oct 12 12:07:10 +0800 2013
[39.888931, 116.395196]	实验植物+油+卵磷脂打出蛋黄酱状态的汁，但是失败了。始终是液态没有成为固体！	Tue Dec 10 19:39:13 +0800 2013
[31.268272, 121.474075]	我在上海，老外的亲子团，好有活力哈)	Thu Nov 14 02:21:27 +0800 2013
[30.641437, 104.08893]	想想从开始聊天到昨天，我最艰难的日子都是这个自称刘晓夏姑娘的人陪着我，鼓励我，哄我开心，对我吐槽，虽然到现在我不知道她电话，性别，模样，刘晓夏这个名字也不知道是真是假，既然她在我的生活里出现过，我就会在某一刻想念她，无论是男是女，是人是狗。睡觉	Tue Dec 31 11:30:01 +0800 2013
[22.97592, 113.02691]	终于抄完朗诵稿了[打哈气]，各位晚安[睡觉]	Sun Nov 17 23:54:29 +0800 2013
[39.972858, 116.447609]	Fuckoffok?!idon'twannahearanysoundsfromutwotrolls,dnmmmmgroooooss!!!	Thu Oct 24 23:49:16 +0800 2013
[39.909204909, 116.52211159]	太生性了～壮哉我大广西	Wed Dec 04 19:30:46 +0800 2013
[30.683411, 104.043869]	你无法叫醒一个装睡的人，也无法感动一个不爱你的人。	Sat Oct 26 10:13:41 +0800 2013
[39.908451, 116.560783]	被嘲笑的梦想更加值得去奋斗！！！	Tue Nov 19 20:58:25 +0800 2013
[39.874599, 116.3116]	分享图片	Mon Mar 03 21:29:24 +0800 2014
[40.05587, 116.61535]	@飞常准CA4106	Sun Jul 13 19:50:33 +0800 2014
[30.67927, 104.140602]	希望时间赶快过到明年的三月，压抑又不知所谓的感觉真真不是很好	Mon Nov 18 19:34:18 +0800 2013
[23.040575, 113.128462]	【安全警告】各位亲朋好友同学们，大家小心啦！路上遇见穿这样衣服的，请尽快走开或报警！非常时期，特殊对待！补充：衣服样式如图，无论是什么颜色。只要是如图这样画着星星月亮~~都躲远~新疆暴动份子的衣服）祈祷昆明人民平安！	Sun Mar 02 23:55:58 +0800 2014
[31.273731, 121.658103]	我很心疼你，你也要心疼你自己。@大杨先生BY	Sun Mar 09 19:25:24 +0800 2014
[40.063, 116.417099]	#浙江卫视跨年倒计时#不知道今年浙江卫视跨年是什么样的，会不会又像去年一样请第二季的学员一起跨年呢，我们一起期待！	Sat Dec 28 15:36:41 +0800 2013
[23.090700149536, 113.30222320557]	这是我在唱吧里的个人主页，艺名是吃馒头蘸酱油，求鲜花，求关注(唱吧下载地址>>>)	Fri Nov 08 19:55:45 +0800 2013
[22.952761, 113.329971]	赌王四房千金何超盈，自从宣布与拍拖约四年、已达谈婚论嫁阶段的男友Greg分手后，身边未见有公开的新男朋友出现。昨午5时穿上低胸性感背心的超盈，一身型格打扮现身中环，身边更有一名打扮斯文的男伴，只见超盈和斯文男并肩而行，两人边行边聊天，超盈被电到不时	Wed Oct 30 23:51:27 +0800 2013
[31.020195, 121.532684]	把委屈和泪水都咽下去输不起就不要输死不了就站起来告诉所有看不起你的人我很好	Thu Oct 31 23:12:42 +0800 2013
[31.243963, 121.402575]	安静的手术室门口	Wed Oct 16 16:07:55 +0800 2013
[39.9875, 116.69244]	因为你太过于热情，所以总觉得别人对你都太冷漠，因为你太爱一个人，所以别人一个疏忽你都觉得那是不爱你了。多把精力放在自己身上，你会减少很多矫情的情绪。	Sun Oct 19 18:43:27 +0800 2014
[31.326, 121.433998]	宝贝们假如我说lv水桶包340一个你们会抢吗？1：1质量340你去哪里买这么便宜的！不要问有包装没不要问包邮不！340裸包价格！直接下单不口头预留！	Tue Feb 18 20:00:34 +0800 2014
[31.23152, 121.47689]	我在港丽餐厅(来福士店)	Sat Feb 22 16:45:23 +0800 2014
